transaction_id,account_id,customer_id,transaction_datetime,transaction_type,transaction_channel,transaction_amount,currency,beneficiary_id,source_location,destination_location,device_id,ip_address,transaction_status,failure_reason,settlement_status,fraud_flag,risk_score
TXN0000000054,ACC000002887,CUST0004722,2024-08-19 03:58:47,UPI,INTERNET_BANKING,3102.33,INR,BEN0009522,Kochi,Indore,DEV0010509,35.12.23.173,SUCCESS,,SETTLED,N,20
TXN0000000055,ACC000007979,CUST0005719,2024-06-16 16:31:15,CASH_DEPOSIT,POS,2761.32,INR,BEN0009550,New Delhi,Ahmedabad,DEV0004895,130.198.188.30,SUCCESS,,SETTLED,N,30
TXN0000000056,ACC000009471,CUST0000888,2026-02-07 22:23:15,RTGS,MOBILE,25418.23,INR,BEN0005467,Kolkata,New Delhi,DEV0009787,210.130.123.141,SUCCESS,,SETTLED,N,10
TXN0000000057,ACC000003688,CUST0008149,2025-11-10 03:13:48,IMPS,MOBILE,60818.92,INR,BEN0003864,Kochi,Lucknow,DEV0007861,93.178.189.42,SUCCESS,,NOT_APPLICABLE,N,10
TXN0000000058,ACC000000682,CUST0001804,2024-08-11 20:47:37,RTGS,POS,3223.16,INR,BEN0002594,Jaipur,Lucknow,DEV0010996,60.184.45.249,SUCCESS,,PENDING,N,20
TXN0000000059,ACC000012837,CUST0009643,2026-03-07 12:13:46,UPI,MOBILE,10239.34,INR,BEN0011328,Kolkata,Bhubaneswar,DEV0002557,23.39.30.99,SUCCESS,,SETTLED,N,10
TXN0000000060,ACC000003821,CUST0002475,2024-02-28 06:57:06,BILL_PAYMENT,INTERNET_BANKING,13158.79,INR,BEN0005096,New Delhi,Ahmedabad,DEV0008563,34.196.18.220,SUCCESS,,SETTLED,N,10
TXN0000000061,ACC000009707,CUST0007766,2023-11-18 20:16:13,CARD_PURCHASE,INTERNET_BANKING,1852.03,INR,BEN0011620,Bengaluru,Kolkata,DEV0008881,171.8.64.121,SUCCESS,,PENDING,N,0
TXN0000000062,ACC000008419,CUST0004787,2024-01-11 19:37:03,ATM_WITHDRAWAL,MOBILE,6169.49,INR,BEN0004273,Kochi,Kochi,DEV0002608,51.240.127.26,SUCCESS,,SETTLED,N,20
TXN0000000063,ACC000008600,CUST0004194,2025-08-02 11:03:03,ATM_WITHDRAWAL,POS,2567.5,INR,BEN0000775,Jaipur,Hyderabad,DEV0009568,147.137.123.59,SUCCESS,,SETTLED,N,10
TXN0000000064,ACC000005773,CUST0007964,2024-03-12 23:52:49,CASH_DEPOSIT,MOBILE,3162.66,INR,BEN0014857,Bengaluru,Lucknow,DEV0008829,181.12.51.232,SUCCESS,,SETTLED,N,30
TXN0000000065,ACC000000038,CUST0006501,2024-01-31 15:44:41,IMPS,POS,48838.09,GBP,BEN0007619,Jaipur,Lucknow,DEV0005415,213.161.136.210,SUCCESS,,SETTLED,N,20
TXN0000000066,ACC000007400,CUST0004025,2024-07-06 16:01:17,UPI,INTERNET_BANKING,1042.42,INR,BEN0011695,Mumbai,Mumbai,DEV0011916,54.179.41.10,PENDING,RATE_LIMIT,SETTLED,N,10
TXN0000000067,ACC000014048,CUST0000665,2024-07-03 09:11:05,UPI,POS,23510.99,INR,BEN0010374,Kolkata,Kolkata,DEV0001144,158.36.35.11,FAILED,INVALID_BENEFICIARY,SETTLED,N,5
TXN0000000068,ACC000010770,CUST0006707,2026-07-19 15:19:13,NEFT,BRANCH,69119.52,INR,BEN0003921,Ahmedabad,Jaipur,DEV0007328,127.164.43.176,SUCCESS,,SETTLED,N,0
TXN0000000069,ACC000013768,CUST0009605,2023-01-27 16:15:58,UPI,MOBILE,1709.82,INR,BEN0005276,Mumbai,Hyderabad,DEV0008107,139.25.114.22,SUCCESS,,NOT_APPLICABLE,Y,10
TXN0000000070,ACC000011434,CUST0006170,2026-05-02 05:01:32,INTERNAL_TRANSFER,POS,26595.19,INR,BEN0007191,Bengaluru,Lucknow,DEV0006108,77.170.33.132,PENDING,INSUFFICIENT_BALANCE,SETTLED,N,20
TXN0000000071,ACC000000752,CUST0001123,2025-02-08 20:06:00,UPI,MOBILE,1824.8,INR,BEN0007844,Jaipur,Lucknow,DEV0008972,220.38.101.213,SUCCESS,,SETTLED,Y,10
TXN0000000072,ACC000014760,CUST0006249,2024-02-15 00:51:22,CARD_PURCHASE,API,1001.8,INR,BEN0009610,Bengaluru,Bengaluru,DEV0010761,86.50.29.98,SUCCESS,,SETTLED,N,25
TXN0000000073,ACC000011593,CUST0005784,2025-10-16 15:33:11,NEFT,API,6975.77,INR,BEN0008502,Jaipur,Bengaluru,DEV0009898,16.54.193.244,FAILED,INSUFFICIENT_BALANCE,SETTLED,N,30
TXN0000000074,ACC000002964,CUST0004344,2026-02-28 10:02:43,IMPS,MOBILE,11892.71,INR,BEN0006560,Bengaluru,Kochi,DEV0006474,47.12.120.172,SUCCESS,,SETTLED,N,10
TXN0000000075,ACC000014388,CUST0009407,2025-01-21 05:41:37,NEFT,BRANCH,20016.13,INR,BEN0007517,Kolkata,Indore,DEV0000555,208.6.241.54,SUCCESS,,SETTLED,N,10
TXN0000000076,ACC000009634,CUST0006790,2024-03-30 06:36:30,INTERNAL_TRANSFER,POS,10990.79,INR,BEN0002115,Bhubaneswar,Lucknow,DEV0006177,34.27.84.54,SUCCESS,,NOT_APPLICABLE,N,40
TXN0000000077,ACC000006242,CUST0005232,2023-02-03 13:16:55,IMPS,MOBILE,32756.94,INR,BEN0012151,Jaipur,Kolkata,DEV0001335,105.234.57.245,SUCCESS,,SETTLED,N,20
TXN0000000078,ACC000013446,CUST0003863,2024-06-25 15:41:19,CARD_PURCHASE,ATM,10841.26,INR,BEN0005175,Hyderabad,Chennai,DEV0009301,171.132.251.105,SUCCESS,,FAILED,N,20
TXN0000000079,ACC000012483,CUST0008885,2026-06-16 04:56:52,NEFT,INTERNET_BANKING,618.9,GBP,BEN0014054,New Delhi,New Delhi,DEV0003297,55.81.41.15,SUCCESS,,SETTLED,N,20
TXN0000000080,ACC000010897,CUST0008833,2025-04-24 19:45:33,IMPS,POS,4302.25,INR,BEN0000333,Chennai,Indore,DEV0011688,93.147.235.35,SUCCESS,,SETTLED,N,20
TXN0000000081,ACC000012719,CUST0008501,2026-03-06 12:55:53,UPI,API,3844.59,INR,BEN0011512,Lucknow,New Delhi,DEV0010540,214.122.76.43,SUCCESS,,SETTLED,N,25
TXN0000000082,ACC000007045,CUST0007375,2023-09-22 11:52:26,INTERNAL_TRANSFER,POS,21592.59,INR,BEN0006875,Kochi,Bhubaneswar,DEV0005737,97.121.245.33,SUCCESS,,SETTLED,N,50
TXN0000000083,ACC000009351,CUST0002937,2023-08-06 16:23:49,ATM_WITHDRAWAL,INTERNET_BANKING,4422.82,USD,BEN0004860,New Delhi,New Delhi,DEV0006779,99.162.140.204,FAILED,SERVICE_UNAVAILABLE,NOT_APPLICABLE,N,15
TXN0000000084,ACC000012729,CUST0005351,2025-03-18 14:42:07,INTERNAL_TRANSFER,BRANCH,30907.31,INR,BEN0008975,Bengaluru,Hyderabad,DEV0003994,59.85.115.195,SUCCESS,,SETTLED,N,30
TXN0000000085,ACC000012850,CUST0004156,2023-06-15 06:54:49,CARD_PURCHASE,INTERNET_BANKING,1093.27,INR,BEN0005980,Bhubaneswar,Kolkata,DEV0011237,208.240.105.70,SUCCESS,,SETTLED,N,30
TXN0000000086,ACC000012481,CUST0004713,2026-03-03 09:17:17,RTGS,BRANCH,21127.98,INR,BEN0006965,New Delhi,New Delhi,DEV0009561,88.180.83.1,SUCCESS,,SETTLED,N,20
TXN0000000087,ACC000007997,CUST0007777,2024-03-02 09:26:34,INTERNAL_TRANSFER,ATM,7919.94,INR,BEN0013924,Chennai,Kolkata,DEV0010724,214.36.87.65,SUCCESS,,SETTLED,N,30
TXN0000000088,ACC000003803,CUST0008408,2024-03-04 12:06:29,UPI,MOBILE,6301.98,INR,BEN0003570,Indore,Jaipur,DEV0004389,194.191.212.167,SUCCESS,,SETTLED,N,10
TXN0000000089,ACC000001382,CUST0009332,2024-10-15 14:07:53,UPI,INTERNET_BANKING,4869.46,INR,BEN0012362,Bhubaneswar,Lucknow,DEV0009928,191.254.120.108,SUCCESS,,SETTLED,N,40
TXN0000000090,ACC000000384,CUST0008014,2024-04-16 19:08:28,IMPS,MOBILE,36759.11,INR,BEN0004134,Chennai,Chennai,DEV0008765,27.80.2.42,SUCCESS,,SETTLED,N,30
TXN0000000091,ACC000000571,CUST0001539,2025-01-14 01:54:34,CASH_DEPOSIT,MOBILE,1473.29,INR,BEN0001903,New Delhi,Bhubaneswar,DEV0002696,173.126.182.181,SUCCESS,,SETTLED,N,20
TXN0000000092,ACC000006332,CUST0000513,2023-04-14 15:20:59,UPI,BRANCH,36898.21,INR,BEN0007033,Kolkata,Chennai,DEV0005548,133.174.185.185,SUCCESS,,SETTLED,N,10
TXN0000000093,ACC000001793,CUST0008174,2024-03-16 02:25:46,BILL_PAYMENT,ATM,7964.55,INR,BEN0013110,Lucknow,Bengaluru,DEV0003293,194.131.206.16,SUCCESS,,SETTLED,N,10
TXN0000000094,ACC000006356,CUST0006912,2024-03-20 19:04:59,ATM_WITHDRAWAL,MOBILE,3392.37,INR,BEN0008497,Lucknow,Hyderabad,DEV0001443,23.47.168.44,SUCCESS,,SETTLED,N,30
TXN0000000095,ACC000004521,CUST0007434,2025-04-13 23:08:34,IMPS,ATM,5115.64,INR,BEN0002536,Kochi,Kolkata,DEV0005225,113.75.68.76,PENDING,KYC_BLOCK,SETTLED,N,20
TXN0000000096,ACC000012286,CUST0009573,2024-10-12 20:54:45,CASH_DEPOSIT,INTERNET_BANKING,22333.35,INR,BEN0014736,Ahmedabad,Indore,DEV0007230,218.129.15.201,SUCCESS,,PENDING,N,10
TXN0000000097,ACC000002507,CUST0001762,2025-07-08 03:09:07,NEFT,BRANCH,39515.55,INR,BEN0001441,Bhubaneswar,Bhubaneswar,DEV0002437,144.200.181.163,SUCCESS,,SETTLED,N,10
TXN0000000098,ACC000006442,CUST0003561,2023-06-28 02:59:39,CARD_PURCHASE,ATM,1293.25,INR,BEN0006829,Jaipur,Mumbai,DEV0007853,216.187.170.179,SUCCESS,,SETTLED,N,10
TXN0000000099,ACC000014149,CUST0007390,2024-05-30 21:19:55,CARD_PURCHASE,MOBILE,26175.36,INR,BEN0007023,Kochi,Lucknow,DEV0004226,67.190.3.41,SUCCESS,,SETTLED,N,30
TXN0000000100,ACC000012285,CUST0001803,2023-02-22 20:14:32,UPI,POS,2587.24,INR,BEN0001654,Bhubaneswar,Kolkata,DEV0009769,111.66.185.41,SUCCESS,,SETTLED,N,20
TXN0000000101,ACC000008154,CUST0003679,2023-03-30 08:54:26,UPI,MOBILE,12782.78,INR,BEN0009171,Mumbai,Hyderabad,DEV0005549,199.36.190.12,SUCCESS,,FAILED,N,10
TXN0000000102,ACC000006409,CUST0003612,2024-07-23 14:43:42,IMPS,MOBILE,1477.71,INR,BEN0007093,Mumbai,Kochi,DEV0001403,82.216.32.33,FAILED,RATE_LIMIT,SETTLED,N,25
TXN0000000103,ACC000006714,CUST0004855,2023-11-26 22:13:56,IMPS,MOBILE,20868.82,INR,BEN0005417,Bengaluru,Mumbai,DEV0002235,153.184.221.215,SUCCESS,,SETTLED,N,10
TXN0000000104,ACC000010130,CUST0005251,2026-04-13 02:02:02,ATM_WITHDRAWAL,MOBILE,4931.05,USD,BEN0011002,Kochi,Jaipur,DEV0007036,84.163.113.123,FAILED,INVALID_BENEFICIARY,PENDING,N,35
TXN0000000105,ACC000004323,CUST0007985,2024-10-18 04:09:48,ATM_WITHDRAWAL,INTERNET_BANKING,7052.03,INR,BEN0013390,Hyderabad,Chennai,DEV0011072,214.164.45.133,SUCCESS,,SETTLED,N,50
TXN0000000106,ACC000010774,CUST0008367,2025-02-22 16:20:51,NEFT,MOBILE,2053.46,INR,BEN0010011,Kochi,Bhubaneswar,DEV0004171,216.150.122.9,PENDING,KYC_BLOCK,SETTLED,N,10
TXN0000000107,ACC000003032,CUST0008976,2025-01-03 13:47:41,IMPS,MOBILE,1900.08,INR,BEN0002160,Bengaluru,Kolkata,DEV0008899,222.255.204.33,SUCCESS,,NOT_APPLICABLE,N,30
TXN0000000108,ACC000005161,CUST0007546,2024-03-09 22:17:39,CARD_PURCHASE,POS,56173.1,INR,BEN0003867,Kolkata,Kochi,DEV0004350,119.252.139.254,SUCCESS,,NOT_APPLICABLE,N,10
TXN0000000109,ACC000008193,CUST0003780,2025-10-20 17:30:52,INTERNAL_TRANSFER,MOBILE,2781.76,INR,BEN0001996,Hyderabad,Indore,DEV0000907,129.230.181.19,SUCCESS,,SETTLED,N,20
TXN0000000110,ACC000006628,CUST0009968,2024-03-21 20:16:36,UPI,MOBILE,2524.51,INR,BEN0007070,Kochi,Ahmedabad,DEV0001776,73.132.253.126,SUCCESS,,SETTLED,N,20
TXN0000000111,ACC000012712,CUST0007442,2023-03-31 07:37:41,CARD_PURCHASE,INTERNET_BANKING,5022.01,INR,BEN0002437,New Delhi,Lucknow,DEV0008869,39.157.111.183,SUCCESS,,SETTLED,N,10
TXN0000000112,ACC000000879,CUST0007171,2023-05-03 19:23:30,IMPS,MOBILE,1157.19,INR,BEN0010704,Bhubaneswar,Mumbai,DEV0006990,177.115.192.239,SUCCESS,,SETTLED,N,10
TXN0000000113,ACC000003417,CUST0001241,2025-08-15 07:23:46,IMPS,MOBILE,892.16,INR,BEN0006913,Chennai,Bhubaneswar,DEV0000836,75.201.214.81,SUCCESS,,SETTLED,N,10
TXN0000000114,ACC000002491,CUST0009321,2026-03-10 11:48:13,NEFT,API,2622.45,INR,BEN0000615,Bhubaneswar,Lucknow,DEV0010875,26.221.42.187,SUCCESS,,SETTLED,N,15
TXN0000000115,ACC000009391,CUST0007223,2024-02-10 20:26:56,IMPS,INTERNET_BANKING,9102.42,INR,BEN0003688,Mumbai,Hyderabad,DEV0002276,148.184.133.218,SUCCESS,,FAILED,N,10
TXN0000000116,ACC000012442,CUST0009312,2023-03-21 01:32:23,ATM_WITHDRAWAL,MOBILE,3537.84,INR,BEN0004471,Kochi,Bengaluru,DEV0005608,163.61.45.88,SUCCESS,,SETTLED,N,10
TXN0000000117,ACC000000522,CUST0003005,2024-01-17 21:39:53,UPI,MOBILE,4445.51,INR,BEN0003061,Mumbai,Kochi,DEV0009371,68.150.233.110,SUCCESS,,SETTLED,N,10
TXN0000000118,ACC000013879,CUST0006610,2025-08-28 18:09:07,CASH_DEPOSIT,POS,3936.91,INR,BEN0000994,Indore,Indore,DEV0005668,178.69.171.66,SUCCESS,,SETTLED,N,10
TXN0000000119,ACC000004178,CUST0002952,2024-02-28 14:44:27,NEFT,MOBILE,5083.92,INR,BEN0006839,Kochi,New Delhi,DEV0000937,105.39.63.230,SUCCESS,,SETTLED,N,20
TXN0000000120,ACC000014505,CUST0009514,2024-07-24 16:39:58,UPI,BRANCH,3494.38,INR,BEN0003209,Bhubaneswar,Jaipur,DEV0011952,66.162.75.80,SUCCESS,,SETTLED,N,10
TXN0000000121,ACC000005288,CUST0005943,2025-09-05 05:22:02,IMPS,API,16845.74,INR,BEN0003462,Bengaluru,Bhubaneswar,DEV0009832,15.249.233.74,SUCCESS,,SETTLED,N,15
TXN0000000122,ACC000002967,CUST0007660,2023-04-27 01:00:22,IMPS,POS,7013.03,INR,BEN0000350,Jaipur,Mumbai,DEV0008322,147.207.61.137,SUCCESS,,SETTLED,N,20
TXN0000000123,ACC000013181,CUST0007654,2026-03-04 00:19:04,INTERNAL_TRANSFER,MOBILE,8097.27,INR,BEN0014895,New Delhi,Jaipur,DEV0005285,91.160.112.217,SUCCESS,,SETTLED,N,10
TXN0000000124,ACC000005928,CUST0009897,2023-08-05 07:41:58,UPI,MOBILE,7431.77,INR,BEN0012435,Bhubaneswar,Hyderabad,DEV0002523,136.112.250.169,SUCCESS,,PENDING,N,20
